file_path,file_size,commits_count
frontend/static/images/favicon/android-chrome-192x192.png,4265,2
frontend/static/images/favicon/android-chrome-512x512.png,5216,2
frontend/static/images/favicon/apple-touch-icon.png,3860,2
frontend/static/images/favicon/browserconfig.xml,445,1
frontend/static/images/favicon/favicon-16x16.png,464,2
frontend/static/images/favicon/favicon-32x32.png,853,2
frontend/static/images/favicon/favicon.ico,15086,1
frontend/static/images/favicon/favicon.svg,541,1
frontend/static/images/favicon/mstile-150x150.png,3343,2
frontend/static/images/favicon/mstile-310x150.png,3834,2
frontend/static/images/favicon/mstile-310x310.png,7491,2
frontend/static/images/favicon/mstile-70x70.png,2081,2
frontend/static/images/favicon/safari-pinned-tab.svg,1595,2
frontend/static/images/githubbanner2.png,20146,2
frontend/static/images/icons/general_icon_x512.png,13724,2
frontend/static/images/icons/maskable_icon_x512.png,7101,2
frontend/static/images/merch2.png,18348,1
frontend/static/images/monkey/m1.png,13469,2
frontend/static/images/monkey/m1_fast.png,16906,2
frontend/static/images/monkey/m2.png,13483,2
frontend/static/images/monkey/m2_fast.png,16838,2
frontend/static/images/monkey/m3.png,13750,2
frontend/static/images/monkey/m3_fast.png,16790,2
frontend/static/images/monkey/m4.png,13330,2
frontend/static/images/monkey/m4_fast.png,16828,2
frontend/static/images/monkeymeme.jpg,5981,2
frontend/static/images/mt-icon-512.png,5216,2
frontend/static/images/mtfulllogo.png,14973,1
frontend/static/images/mtsocial.png,26401,2
frontend/static/images/plushiebanner.png,83813,1
frontend/static/languages/_groups.json,11230,134
frontend/static/languages/_list.json,5840,122
frontend/static/languages/_unused.txt,4409,1
frontend/static/languages/afrikaans.json,2302,5
frontend/static/languages/afrikaans_10k.json,127053,4
frontend/static/languages/afrikaans_1k.json,15625,2
frontend/static/languages/albanian.json,2426,5
frontend/static/languages/albanian_1k.json,12951,6
frontend/static/languages/amharic.json,5276,5
frontend/static/languages/arabic.json,5114,2
frontend/static/languages/arabic_10k.json,259126,5
frontend/static/languages/armenian_western.json,3828,2
frontend/static/languages/armenian_western_1k.json,21615,2
frontend/static/languages/azerbaijani.json,2810,4
frontend/static/languages/azerbaijani_1k.json,13854,4
frontend/static/languages/bangla.json,3960,4
frontend/static/languages/bangla_10k.json,246015,6
frontend/static/languages/bangla_letters.json,823,6
frontend/static/languages/belarusian.json,3134,2
frontend/static/languages/belarusian_100k.json,2904588,2
frontend/static/languages/belarusian_10k.json,213829,2
frontend/static/languages/belarusian_1k.json,19709,4
frontend/static/languages/belarusian_25k.json,480840,2
frontend/static/languages/belarusian_50k.json,1199619,2
frontend/static/languages/belarusian_5k.json,100666,2
frontend/static/languages/belarusian_lacinka.json,2511,2
frontend/static/languages/belarusian_lacinka_1k.json,14610,2
frontend/static/languages/britishenglish.json,19471,29
frontend/static/languages/bulgarian.json,3579,2
frontend/static/languages/catalan.json,2600,4
frontend/static/languages/catalan_1k.json,14307,4
frontend/static/languages/chinese_simplified.json,2962,3
frontend/static/languages/chinese_simplified_10k.json,143886,3
frontend/static/languages/chinese_simplified_1k.json,14216,3
frontend/static/languages/chinese_simplified_50k.json,753569,3
frontend/static/languages/chinese_simplified_5k.json,71548,3
frontend/static/languages/chinese_traditional.json,2701,8
frontend/static/languages/code_arduino.json,1629,3
frontend/static/languages/code_assembly.json,1000,3
frontend/static/languages/code_bash.json,3609,3
frontend/static/languages/code_brainfck.json,4075,3
frontend/static/languages/code_c++.json,1683,3
frontend/static/languages/code_c.json,2997,4
frontend/static/languages/code_csharp.json,1639,5
frontend/static/languages/code_css.json,1285,3
frontend/static/languages/code_dart.json,1029,2
frontend/static/languages/code_elixir.json,10124,4
frontend/static/languages/code_fsharp.json,1410,3
frontend/static/languages/code_gdscript.json,1568,3
frontend/static/languages/code_gdscript_2.json,1561,2
frontend/static/languages/code_go.json,392,2
frontend/static/languages/code_haskell.json,2730,3
frontend/static/languages/code_html.json,3408,3
frontend/static/languages/code_java.json,926,3
frontend/static/languages/code_javascript.json,1487,4
frontend/static/languages/code_javascript_1k.json,14420,2
frontend/static/languages/code_julia.json,1487,3
frontend/static/languages/code_kotlin.json,1165,3
frontend/static/languages/code_latex.json,4244,2
frontend/static/languages/code_lua.json,867,8
frontend/static/languages/code_luau.json,1082,11
frontend/static/languages/code_matlab.json,904,4
frontend/static/languages/code_nim.json,1212,2
frontend/static/languages/code_nix.json,2132,1
frontend/static/languages/code_ook.json,280,1
frontend/static/languages/code_opencl.json,3126,2
frontend/static/languages/code_pascal.json,429,2
frontend/static/languages/code_perl.json,3280,2
frontend/static/languages/code_php.json,3955,3
frontend/static/languages/code_powershell.json,2277,3
frontend/static/languages/code_python.json,2436,4
frontend/static/languages/code_python_1k.json,18061,3
frontend/static/languages/code_python_2k.json,35949,3
frontend/static/languages/code_python_5k.json,96235,3
frontend/static/languages/code_r.json,342,2
frontend/static/languages/code_r_2k.json,40977,3
frontend/static/languages/code_rockstar.json,1321,1
frontend/static/languages/code_ruby.json,1992,2
frontend/static/languages/code_rust.json,3047,5
frontend/static/languages/code_scala.json,1301,3
frontend/static/languages/code_sql.json,2554,3
frontend/static/languages/code_swift.json,1024,2
frontend/static/languages/code_systemverilog.json,3295,3
frontend/static/languages/code_typescript.json,2969,2
frontend/static/languages/code_v.json,872,1
frontend/static/languages/code_vim.json,532,4
frontend/static/languages/code_vimscript.json,1260,3
frontend/static/languages/code_visual_basic.json,2564,2
frontend/static/languages/code_zig.json,2338,3
frontend/static/languages/croatian.json,2848,2
frontend/static/languages/czech.json,2629,2
frontend/static/languages/czech_10k.json,153767,4
frontend/static/languages/czech_1k.json,12435,3
frontend/static/languages/danish.json,2446,4
frontend/static/languages/danish_10k.json,153018,8
frontend/static/languages/danish_1k.json,13456,5
frontend/static/languages/dutch.json,2633,4
frontend/static/languages/dutch_10k.json,195750,2
frontend/static/languages/dutch_1k.json,13683,3
frontend/static/languages/english.json,2540,3
frontend/static/languages/english_10k.json,151386,11
frontend/static/languages/english_1k.json,12927,6
frontend/static/languages/english_25k.json,382748,14
frontend/static/languages/english_450k.json,7935034,16
frontend/static/languages/english_5k.json,73793,7
frontend/static/languages/english_commonly_misspelled.json,28685,5
frontend/static/languages/english_contractions.json,2897,4
frontend/static/languages/english_doubleletter.json,3229,4
frontend/static/languages/english_medical.json,10332,2
frontend/static/languages/english_old.json,2688,1
frontend/static/languages/english_shakespearean.json,2785,1
frontend/static/languages/esperanto.json,2455,2
frontend/static/languages/esperanto_10k.json,148893,2
frontend/static/languages/esperanto_1k.json,13524,2
frontend/static/languages/esperanto_25k.json,392244,2
frontend/static/languages/esperanto_36k.json,578651,2
frontend/static/languages/esperanto_h_sistemo.json,2479,2
frontend/static/languages/esperanto_h_sistemo_10k.json,148332,3
frontend/static/languages/esperanto_h_sistemo_1k.json,13507,3
frontend/static/languages/esperanto_h_sistemo_25k.json,390673,3
frontend/static/languages/esperanto_h_sistemo_36k.json,574707,5
frontend/static/languages/esperanto_x_sistemo.json,2487,2
frontend/static/languages/esperanto_x_sistemo_10k.json,148842,3
frontend/static/languages/esperanto_x_sistemo_1k.json,13545,3
frontend/static/languages/esperanto_x_sistemo_25k.json,391883,3
frontend/static/languages/esperanto_x_sistemo_36k.json,578000,3
frontend/static/languages/estonian.json,2564,3
frontend/static/languages/estonian_10k.json,155889,4
frontend/static/languages/estonian_1k.json,13905,4
frontend/static/languages/estonian_5k.json,75330,1
frontend/static/languages/euskera.json,2756,1
frontend/static/languages/filipino.json,2618,3
frontend/static/languages/filipino_1k.json,14131,3
frontend/static/languages/finnish.json,2958,3
frontend/static/languages/finnish_10k.json,180355,6
frontend/static/languages/finnish_1k.json,14789,2
frontend/static/languages/french.json,2341,3
frontend/static/languages/french_10k.json,163330,4
frontend/static/languages/french_1k.json,20100,2
frontend/static/languages/french_2k.json,31004,2
frontend/static/languages/french_600k.json,12225660,4
frontend/static/languages/friulian.json,2713,3
frontend/static/languages/frysk.json,2647,1
frontend/static/languages/frysk_1k.json,12358,1
frontend/static/languages/georgian.json,5735,3
frontend/static/languages/german.json,2669,3
frontend/static/languages/german_10k.json,163036,6
frontend/static/languages/german_1k.json,14076,5
frontend/static/languages/german_250k.json,4716636,8
frontend/static/languages/git.json,764,5
frontend/static/languages/greek.json,4263,3
frontend/static/languages/greek_10k.json,252761,3
frontend/static/languages/greek_1k.json,21924,3
frontend/static/languages/greek_25k.json,655595,3
frontend/static/languages/greek_5k.json,121986,3
frontend/static/languages/greeklish.json,3058,1
frontend/static/languages/greeklish_10k.json,165410,1
frontend/static/languages/greeklish_1k.json,15048,1
frontend/static/languages/greeklish_25k.json,421424,1
frontend/static/languages/greeklish_5k.json,80879,1
frontend/static/languages/gujarati.json,5177,3
frontend/static/languages/gujarati_1k.json,21842,1
frontend/static/languages/hausa.json,2656,2
frontend/static/languages/hausa_1k.json,11528,2
frontend/static/languages/hebrew.json,3374,3
frontend/static/languages/hebrew_10k.json,181736,3
frontend/static/languages/hebrew_1k.json,16653,3
frontend/static/languages/hebrew_5k.json,88561,3
frontend/static/languages/hindi.json,4108,2
frontend/static/languages/hindi_1k.json,22188,3
frontend/static/languages/hinglish.json,2616,6
frontend/static/languages/hungarian.json,1379,2
frontend/static/languages/hungarian_2k.json,38607,2
frontend/static/languages/icelandic_1k.json,13627,2
frontend/static/languages/indonesian.json,4231,5
frontend/static/languages/indonesian_10k.json,230601,3
frontend/static/languages/indonesian_1k.json,14971,3
frontend/static/languages/irish.json,2367,5
frontend/static/languages/italian.json,2878,3
frontend/static/languages/italian_1k.json,17212,5
frontend/static/languages/italian_280k.json,5004897,3
frontend/static/languages/italian_60k.json,984995,3
frontend/static/languages/italian_7k.json,114063,7
frontend/static/languages/japanese_hiragana.json,9319,5
frontend/static/languages/japanese_katakana.json,6638,3
frontend/static/languages/japanese_romaji.json,2032,2
frontend/static/languages/japanese_romaji_1k.json,13793,2
frontend/static/languages/jyutping.json,2335,3
frontend/static/languages/kannada.json,4761,1
frontend/static/languages/kazakh.json,3254,3
frontend/static/languages/kazakh_1k.json,19092,4
frontend/static/languages/klingon.json,2892,1
frontend/static/languages/klingon_1k.json,13499,1
frontend/static/languages/korean.json,6806,2
frontend/static/languages/korean_1k.json,14911,2
frontend/static/languages/korean_5k.json,67650,2
frontend/static/languages/kurdish_central.json,3497,8
frontend/static/languages/kurdish_central_2k.json,27564,4
frontend/static/languages/kurdish_central_4k.json,79565,2
frontend/static/languages/kyrgyz.json,4455,3
frontend/static/languages/latin.json,4676,5
frontend/static/languages/latvian.json,2494,2
frontend/static/languages/latvian_1k.json,13856,2
frontend/static/languages/lithuanian.json,2789,3
frontend/static/languages/lithuanian_1k.json,15084,6
frontend/static/languages/lithuanian_3k.json,47828,6
frontend/static/languages/lojban_cmavo.json,7880,2
frontend/static/languages/lojban_gismu.json,18164,2
frontend/static/languages/lorem_ipsum.json,2846,2
frontend/static/languages/macedonian.json,3084,5
frontend/static/languages/macedonian_10k.json,215286,2
frontend/static/languages/macedonian_1k.json,18003,5
frontend/static/languages/macedonian_75k.json,1822852,2
frontend/static/languages/malagasy.json,2442,3
frontend/static/languages/malagasy_1k.json,16596,5
frontend/static/languages/malay.json,3141,4
frontend/static/languages/malay_1k.json,14607,2
frontend/static/languages/malayalam.json,4538,3
frontend/static/languages/maltese.json,2460,2
frontend/static/languages/maltese_1k.json,13213,2
frontend/static/languages/maori_1k.json,13566,3
frontend/static/languages/marathi.json,4320,3
frontend/static/languages/mongolian.json,23043,2
frontend/static/languages/mongolian_10k.json,180063,2
frontend/static/languages/myanmar_burmese.json,6293,3
frontend/static/languages/nepali.json,4724,5
frontend/static/languages/nepali_1k.json,22257,4
frontend/static/languages/norwegian_bokmal.json,2505,1
frontend/static/languages/norwegian_bokmal_10k.json,159268,1
frontend/static/languages/norwegian_bokmal_150k.json,2677680,3
frontend/static/languages/norwegian_bokmal_1k.json,13994,1
frontend/static/languages/norwegian_bokmal_5k.json,76684,1
frontend/static/languages/norwegian_bokmal_600k.json,12321154,3
frontend/static/languages/norwegian_nynorsk.json,3218,6
frontend/static/languages/norwegian_nynorsk_100k.json,1840523,3
frontend/static/languages/norwegian_nynorsk_10k.json,162441,3
frontend/static/languages/norwegian_nynorsk_1k.json,13984,3
frontend/static/languages/norwegian_nynorsk_400k.json,7681215,3
frontend/static/languages/norwegian_nynorsk_5k.json,78072,3
frontend/static/languages/oromo.json,5008,3
frontend/static/languages/oromo_1k.json,16348,3
frontend/static/languages/oromo_5k.json,86981,3
frontend/static/languages/pashto.json,3381,1
frontend/static/languages/persian.json,3430,4
frontend/static/languages/persian_1k.json,17051,4
frontend/static/languages/persian_20k.json,378246,3
frontend/static/languages/persian_5k.json,89347,4
frontend/static/languages/persian_romanized.json,2992,2
frontend/static/languages/pig_latin.json,2872,3
frontend/static/languages/pinyin.json,2321,6
frontend/static/languages/pinyin_10k.json,15923,7
frontend/static/languages/pinyin_1k.json,7640,6
frontend/static/languages/polish.json,2558,5
frontend/static/languages/polish_10k.json,160979,7
frontend/static/languages/polish_200k.json,3622698,4
frontend/static/languages/polish_20k.json,330846,3
frontend/static/languages/polish_2k.json,35326,2
frontend/static/languages/polish_40k.json,690741,3
frontend/static/languages/polish_5k.json,78565,3
frontend/static/languages/portuguese.json,2815,8
frontend/static/languages/portuguese_3k.json,49279,2
frontend/static/languages/portuguese_5k.json,92795,1
frontend/static/languages/portuguese_acentos_e_cedilha.json,36183,4
frontend/static/languages/romanian.json,3570,2
frontend/static/languages/romanian_100k.json,1687365,1
frontend/static/languages/romanian_10k.json,168800,1
frontend/static/languages/romanian_1k.json,16690,1
frontend/static/languages/romanian_200k.json,3374931,1
frontend/static/languages/romanian_25k.json,422202,2
frontend/static/languages/romanian_50k.json,842909,2
frontend/static/languages/romanian_5k.json,83912,1
frontend/static/languages/russian.json,3271,8
frontend/static/languages/russian_10k.json,238935,12
frontend/static/languages/russian_1k.json,20340,3
frontend/static/languages/russian_25k.json,681025,3
frontend/static/languages/russian_375k.json,10065776,12
frontend/static/languages/russian_50k.json,1354345,4
frontend/static/languages/sanskrit.json,5745,3
frontend/static/languages/sanskrit_roman.json,3757,1
frontend/static/languages/santali.json,5905,2
frontend/static/languages/serbian.json,3809,2
frontend/static/languages/serbian_latin.json,2849,1
frontend/static/languages/shona.json,2764,2
frontend/static/languages/shona_1k.json,11959,2
frontend/static/languages/sinhala.json,4190,3
frontend/static/languages/slovak.json,2361,6
frontend/static/languages/slovak_10k.json,152706,4
frontend/static/languages/slovak_1k.json,13772,2
frontend/static/languages/slovenian.json,4007,2
frontend/static/languages/spanish.json,2627,7
frontend/static/languages/spanish_10k.json,157797,8
frontend/static/languages/spanish_1k.json,14343,4
frontend/static/languages/spanish_650k.json,11979182,3
frontend/static/languages/swahili_1k.json,11792,6
frontend/static/languages/swedish.json,2462,3
frontend/static/languages/swedish_1k.json,13414,3
frontend/static/languages/swedish_diacritics.json,4198,3
frontend/static/languages/swiss_german.json,2366,5
frontend/static/languages/swiss_german_1k.json,13002,6
frontend/static/languages/swiss_german_2k.json,36584,5
frontend/static/languages/tamil.json,5838,5
frontend/static/languages/tamil_1k.json,26745,4
frontend/static/languages/tanglish.json,2819,2
frontend/static/languages/telugu.json,4931,2
frontend/static/languages/telugu_1k.json,23412,2
frontend/static/languages/thai.json,21338,2
frontend/static/languages/toki_pona.json,1526,2
frontend/static/languages/toki_pona_ku_lili.json,2368,4
frontend/static/languages/toki_pona_ku_suli.json,1713,3
frontend/static/languages/turkish.json,4065,2
frontend/static/languages/turkish_1k.json,14482,8
frontend/static/languages/turkish_5k.json,77320,12
frontend/static/languages/twitch_emotes.json,3242,3
frontend/static/languages/typing_of_the_dead.json,232808,3
frontend/static/languages/udmurt.json,3682,3
frontend/static/languages/ukrainian.json,3603,4
frontend/static/languages/ukrainian_10k.json,244506,5
frontend/static/languages/ukrainian_1k.json,21403,3
frontend/static/languages/ukrainian_50k.json,1329620,8
frontend/static/languages/ukrainian_endings.json,1623,2
frontend/static/languages/ukrainian_latynka.json,2733,3
frontend/static/languages/ukrainian_latynka_10k.json,167981,3
frontend/static/languages/ukrainian_latynka_1k.json,15203,3
frontend/static/languages/ukrainian_latynka_50k.json,897229,3
frontend/static/languages/ukrainian_latynka_endings.json,1373,3
frontend/static/languages/urdu.json,3234,2
frontend/static/languages/urdu_1k.json,16107,5
frontend/static/languages/urdu_5k.json,86433,3
frontend/static/languages/uzbek.json,2838,3
frontend/static/languages/uzbek_1k.json,11895,5
frontend/static/languages/uzbek_70k.json,1345620,2
frontend/static/languages/vietnamese.json,4107,2
frontend/static/languages/vietnamese_1k.json,13005,2
frontend/static/languages/vietnamese_5k.json,64648,2
frontend/static/languages/welsh.json,2529,2
frontend/static/languages/welsh_1k.json,13764,2
frontend/static/languages/wordle.json,2733,3
frontend/static/languages/wordle_1k.json,13065,3
frontend/static/languages/xhosa.json,13224,2
frontend/static/languages/yiddish.json,3771,3
frontend/static/languages/yoruba_1k.json,9842,3
frontend/static/layouts/_list.json,85889,86
frontend/static/quotes/afrikaans.json,3967,3
frontend/static/quotes/albanian.json,8672,6
frontend/static/quotes/arabic.json,30271,12
frontend/static/quotes/bangla.json,89725,1
frontend/static/quotes/belarusian.json,25410,6
frontend/static/quotes/belarusian_lacinka.json,13275,3
frontend/static/quotes/bulgarian.json,4177,1
frontend/static/quotes/chinese_simplified.json,3198,5
frontend/static/quotes/code_arduino.json,71685,3
frontend/static/quotes/code_assembly.json,4226,1
frontend/static/quotes/code_c++.json,7940,9
frontend/static/quotes/code_c.json,11069,10
frontend/static/quotes/code_csharp.json,11349,7
frontend/static/quotes/code_css.json,7898,1
frontend/static/quotes/code_go.json,26385,4
frontend/static/quotes/code_java.json,10608,13
frontend/static/quotes/code_javascript.json,17162,10
frontend/static/quotes/code_julia.json,1947,3
frontend/static/quotes/code_kotlin.json,3162,2
frontend/static/quotes/code_lua.json,2901,3
frontend/static/quotes/code_nim.json,1641391,2
frontend/static/quotes/code_python.json,40505,12
frontend/static/quotes/code_r.json,2590,2
frontend/static/quotes/code_ruby.json,9925,2
frontend/static/quotes/code_rust.json,62418,8
frontend/static/quotes/code_systemverilog.json,71306,4
frontend/static/quotes/czech.json,3892,3
frontend/static/quotes/danish.json,14749,8
frontend/static/quotes/dutch.json,20049,10
frontend/static/quotes/english.json,2269431,366
frontend/static/quotes/esperanto.json,4842,1
frontend/static/quotes/estonian.json,3142,2
frontend/static/quotes/filipino.json,18360,9
frontend/static/quotes/finnish.json,5561,2
frontend/static/quotes/french.json,474333,58
frontend/static/quotes/georgian.json,13610,5
frontend/static/quotes/german.json,186148,60
frontend/static/quotes/hebrew.json,25768,10
frontend/static/quotes/hindi.json,33211,12
frontend/static/quotes/icelandic.json,5978,6
frontend/static/quotes/indonesian.json,49541,23
frontend/static/quotes/irish.json,21212,5
frontend/static/quotes/italian.json,40988,24
frontend/static/quotes/kannada.json,11053,1
frontend/static/quotes/korean.json,9729,7
frontend/static/quotes/latin.json,4065,4
frontend/static/quotes/lithuanian.json,12324,6
frontend/static/quotes/malagasy.json,697,3
frontend/static/quotes/malayalam.json,6925,6
frontend/static/quotes/marathi.json,4719,2
frontend/static/quotes/mongolian.json,22673,2
frontend/static/quotes/nepali.json,38682,9
frontend/static/quotes/norwegian_bokmal.json,41004,6
frontend/static/quotes/norwegian_nynorsk.json,15822,2
frontend/static/quotes/persian.json,5884,2
frontend/static/quotes/polish.json,32364,10
frontend/static/quotes/portuguese.json,32993,22
frontend/static/quotes/romanian.json,17200,10
frontend/static/quotes/russian.json,902477,88
frontend/static/quotes/sanskrit.json,3062,3
frontend/static/quotes/serbian.json,4177,3
frontend/static/quotes/slovak.json,691,5
frontend/static/quotes/spanish.json,48678,56
frontend/static/quotes/swedish.json,51160,9
frontend/static/quotes/tamil.json,13916,1
frontend/static/quotes/thai.json,8181,9
frontend/static/quotes/toki_pona.json,1000,3
frontend/static/quotes/turkish.json,37140,14
frontend/static/quotes/ukrainian.json,98093,13
frontend/static/quotes/vietnamese.json,53510,8
frontend/static/robots.txt,69,2
frontend/static/sitemap.xml,847,1
frontend/static/sound/click1/click1_1.wav,3708,1
frontend/static/sound/click1/click1_2.wav,3704,1
frontend/static/sound/click1/click1_3.wav,3704,1
frontend/static/sound/click14/click14_1.wav,33120,1
frontend/static/sound/click14/click14_2.wav,33120,1
frontend/static/sound/click14/click14_3.wav,33120,1
frontend/static/sound/click14/click14_4.wav,33120,1
frontend/static/sound/click14/click14_5.wav,33120,1
frontend/static/sound/click14/click14_6.wav,33120,1
frontend/static/sound/click14/click14_7.wav,33120,1
frontend/static/sound/click14/click14_8.wav,33120,1
frontend/static/sound/click15/click15_1.wav,88244,1
frontend/static/sound/click15/click15_2.wav,88244,1
frontend/static/sound/click15/click15_3.wav,88244,1
frontend/static/sound/click15/click15_4.wav,88244,1
frontend/static/sound/click15/click15_5.wav,88244,1
frontend/static/sound/click2/click2_1.wav,10188,1
frontend/static/sound/click2/click2_2.wav,10188,1
frontend/static/sound/click2/click2_3.wav,10188,1
frontend/static/sound/click3/click3_1.wav,6904,1
frontend/static/sound/click3/click3_2.wav,6904,1
frontend/static/sound/click3/click3_3.wav,6904,1
frontend/static/sound/click4/click4_1.wav,28036,1
frontend/static/sound/click4/click4_11.wav,28036,1
frontend/static/sound/click4/click4_2.wav,29028,1
frontend/static/sound/click4/click4_22.wav,29028,1
frontend/static/sound/click4/click4_3.wav,30892,1
frontend/static/sound/click4/click4_33.wav,30892,1
frontend/static/sound/click4/click4_4.wav,29028,1
frontend/static/sound/click4/click4_44.wav,29028,1
frontend/static/sound/click4/click4_5.wav,29436,1
frontend/static/sound/click4/click4_55.wav,29436,1
frontend/static/sound/click4/click4_6.wav,36344,1
frontend/static/sound/click4/click4_66.wav,36344,1
frontend/static/sound/click5/click5_1.wav,40492,1
frontend/static/sound/click5/click5_11.wav,40492,1
frontend/static/sound/click5/click5_2.wav,46124,1
frontend/static/sound/click5/click5_22.wav,46124,1
frontend/static/sound/click5/click5_3.wav,45100,1
frontend/static/sound/click5/click5_33.wav,45100,1
frontend/static/sound/click5/click5_4.wav,53292,1
frontend/static/sound/click5/click5_44.wav,53292,1
frontend/static/sound/click5/click5_5.wav,56684,1
frontend/static/sound/click5/click5_55.wav,56684,1
frontend/static/sound/click5/click5_6.wav,41068,1
frontend/static/sound/click5/click5_66.wav,41068,1
frontend/static/sound/click6/click6_1.wav,23440,1
frontend/static/sound/click6/click6_11.wav,23440,1
frontend/static/sound/click6/click6_2.wav,23440,1
frontend/static/sound/click6/click6_22.wav,23440,1
frontend/static/sound/click6/click6_3.wav,23440,1
frontend/static/sound/click6/click6_33.wav,23440,1
frontend/static/sound/click7/click7_1.wav,11280,1
frontend/static/sound/click7/click7_11.wav,11280,1
frontend/static/sound/click7/click7_2.wav,11280,1
frontend/static/sound/click7/click7_22.wav,11280,1
frontend/static/sound/click7/click7_3.wav,11280,1
frontend/static/sound/click7/click7_33.wav,11280,1
frontend/static/sound/error1/error1_1.wav,12042,1
frontend/static/sound/error2/error2_1.wav,16640,1
frontend/static/sound/error3/error3_1.wav,16534,1
frontend/static/sound/error4/error4_1.wav,33120,1
frontend/static/sound/error4/error4_2.wav,33120,1
frontend/static/themes/8008.css,323,2
frontend/static/themes/80s_after_dark.css,295,2
frontend/static/themes/9009.css,735,5
frontend/static/themes/_list.json,24925,41
frontend/static/themes/aether.css,585,4
frontend/static/themes/alduin.css,295,2
frontend/static/themes/alpine.css,505,2
frontend/static/themes/anti_hero.css,295,1
frontend/static/themes/arch.css,295,2
frontend/static/themes/aurora.css,1449,7
frontend/static/themes/beach.css,497,4
frontend/static/themes/bento.css,295,2
frontend/static/themes/bingsu.css,491,4
frontend/static/themes/bliss.css,292,2
frontend/static/themes/blue_dolphin.css,295,3
frontend/static/themes/blueberry_dark.css,339,4
frontend/static/themes/blueberry_light.css,339,4
frontend/static/themes/botanical.css,295,2
frontend/static/themes/bouquet.css,295,2
frontend/static/themes/breeze.css,295,1
frontend/static/themes/bushido.css,295,2
frontend/static/themes/cafe.css,295,2
frontend/static/themes/camping.css,339,4
frontend/static/themes/carbon.css,295,2
frontend/static/themes/catppuccin.css,579,3
frontend/static/themes/chaos_theory.css,4563,11
frontend/static/themes/cheesecake.css,712,3
frontend/static/themes/cherry_blossom.css,295,1
frontend/static/themes/comfy.css,295,2
frontend/static/themes/copper.css,295,2
frontend/static/themes/creamsicle.css,295,2
frontend/static/themes/cy_red.css,295,1
frontend/static/themes/cyberspace.css,295,2
frontend/static/themes/dark.css,280,2
frontend/static/themes/dark_magic_girl.css,295,3
frontend/static/themes/dark_note.css,3405,6
frontend/static/themes/darling.css,318,2
frontend/static/themes/deku.css,295,2
frontend/static/themes/desert_oasis.css,795,4
frontend/static/themes/dev.css,409,2
frontend/static/themes/diner.css,295,2
frontend/static/themes/dino.css,295,2
frontend/static/themes/discord.css,295,1
frontend/static/themes/dmg.css,1101,7
frontend/static/themes/dollar.css,295,2
frontend/static/themes/dots.css,2871,10
frontend/static/themes/dracula.css,607,5
frontend/static/themes/drowning.css,295,2
frontend/static/themes/dualshot.css,607,4
frontend/static/themes/earthsong.css,345,1
frontend/static/themes/everblush.css,295,1
frontend/static/themes/evil_eye.css,295,2
frontend/static/themes/ez_mode.css,779,2
frontend/static/themes/fire.css,1442,7
frontend/static/themes/fledgling.css,295,2
frontend/static/themes/fleuriste.css,423,4
frontend/static/themes/floret.css,295,2
frontend/static/themes/froyo.css,585,4
frontend/static/themes/frozen_llama.css,295,2
frontend/static/themes/fruit_chew.css,585,4
frontend/static/themes/fundamentals.css,339,4
frontend/static/themes/future_funk.css,585,4
frontend/static/themes/godspeed.css,295,2
frontend/static/themes/graen.css,497,4
frontend/static/themes/grand_prix.css,295,2
frontend/static/themes/grape.css,1449,4
frontend/static/themes/gruvbox_dark.css,295,2
frontend/static/themes/gruvbox_light.css,295,2
frontend/static/themes/hammerhead.css,295,2
frontend/static/themes/hanok.css,295,2
frontend/static/themes/hedge.css,295,1
frontend/static/themes/honey.css,295,3
frontend/static/themes/horizon.css,585,4
frontend/static/themes/husqy.css,346,2
frontend/static/themes/iceberg_dark.css,295,2
frontend/static/themes/iceberg_light.css,295,2
frontend/static/themes/incognito.css,608,1
frontend/static/themes/ishtar.css,339,4
frontend/static/themes/iv_clover.css,295,1
frontend/static/themes/iv_spade.css,295,1
frontend/static/themes/joker.css,295,2
frontend/static/themes/laser.css,295,2
frontend/static/themes/lavender.css,632,6
frontend/static/themes/leather.css,295,2
frontend/static/themes/lil_dragon.css,379,4
frontend/static/themes/lilac_mist.css,299,1
frontend/static/themes/lime.css,295,2
frontend/static/themes/luna.css,295,2
frontend/static/themes/macroblank.css,295,2
frontend/static/themes/magic_girl.css,295,2
frontend/static/themes/mashu.css,295,2
frontend/static/themes/matcha_moccha.css,295,2
frontend/static/themes/material.css,295,2
frontend/static/themes/matrix.css,344,4
frontend/static/themes/menthol.css,295,2
frontend/static/themes/metaverse.css,295,2
frontend/static/themes/metropolis.css,599,7
frontend/static/themes/mexican.css,286,2
frontend/static/themes/miami.css,295,2
frontend/static/themes/miami_nights.css,292,2
frontend/static/themes/midnight.css,295,2
frontend/static/themes/milkshake.css,607,4
frontend/static/themes/mint.css,295,2
frontend/static/themes/mizu.css,295,2
frontend/static/themes/modern_dolch.css,295,2
frontend/static/themes/modern_dolch_light.css,295,2
frontend/static/themes/modern_ink.css,650,4
frontend/static/themes/monokai.css,295,2
frontend/static/themes/moonlight.css,1770,10
frontend/static/themes/mountain.css,295,2
frontend/static/themes/mr_sleeves.css,660,6
frontend/static/themes/ms_cupcakes.css,295,2
frontend/static/themes/muted.css,295,2
frontend/static/themes/nautilus.css,295,2
frontend/static/themes/nebula.css,295,2
